postcode,eastings,northings,latitude,longitude
NN6,472000,269900,52.32208,-0.9435
NN7,473300,257400,52.20954,-0.92714
NN8,488800,268000,52.30254,-0.69754
NN9,495500,271500,52.33288,-0.59831
NR1,624000,308400,52.62671,1.31012
NR10,619100,320400,52.73642,1.24582
NR11,620600,332200,52.84173,1.27596
NR12,634200,323700,52.75971,1.47144
NR13,635000,309700,52.63372,1.47327
NR14,629100,301700,52.56445,1.3807
NR15,621900,294900,52.50639,1.2701
NR16,607900,290900,52.476,1.06162
NR17,603300,295100,52.51544,0.99655
NR18,610800,301600,52.57095,1.11105
NR19,598000,312700,52.67542,0.92907
NR2,622300,308700,52.6301,1.28524
NR20,601300,318300,52.72449,0.98124
NR21,592100,330900,52.84097,0.85257
NR22,592900,336800,52.89366,0.86793
NR23,592100,342900,52.94872,0.85966
NR24,605400,333400,52.85851,1.05135
NR25,607400,340300,52.91969,1.08541
NR26,616100,342400,52.93511,1.21602
NR27,621900,341500,52.92467,1.30157
NR28,629100,330400,52.82203,1.40068
NR29,645900,316800,52.6926,1.63932
NR3,622900,310200,52.64332,1.29511
NR30,652400,308900,52.61874,1.72926
NR31,651400,304100,52.57614,1.71087
NR32,653500,294500,52.48903,1.73448
NR33,652700,290600,52.45441,1.71976
NR34,643600,288300,52.43791,1.58442
NR35,633300,290400,52.46125,1.43463
NR4,621000,306800,52.61357,1.26479
NR5,618800,309700,52.6405,1.23427
NR6,622000,312100,52.66074,1.2831
NR7,625700,311100,52.65063,1.33521
NR8,617100,313800,52.67798,1.21188
NR9,610400,308800,52.63574,1.10973
NW1,528800,183200,51.53252,-0.14286
NW10,521600,183800,51.53951,-0.24641
NW11,525000,188200,51.57831,-0.19584
NW2,523500,185900,51.55797,-0.21829
NW3,526800,185300,51.55184,-0.17093
NW4,523100,189100,51.58682,-0.22294
NW5,528800,185300,51.55139,-0.14209
NW6,525200,184100,51.54142,-0.19442
NW7,522200,192200,51.61488,-0.23484
NW8,526800,183000,51.53117,-0.17175
NW9,520900,189000,51.5864,-0.25472
OL1,393000,405900,53.54944,-2.10566
OL10,385300,410500,53.59064,-2.22211
OL11,388500,412200,53.606,-2.17382
OL12,389100,415500,53.63567,-2.16487
OL13,386600,422700,53.70034,-2.20299
OL14,393500,424200,53.71395,-2.0985
OL15,393400,416400,53.64384,-2.09985
OL16,391300,412900,53.61234,-2.13152
OL2,392800,408400,53.57191,-2.10874
OL3,399400,406300,53.55309,-2.00906
OL4,395200,405100,53.54228,-2.07244
OL5,397500,402300,53.51712,-2.03771
OL6,394300,399700,53.49372,-2.08593
OL7,393000,399300,53.49011,-2.10552
OL8,392300,403300,53.52606,-2.11616
OL9,390600,404800,53.53952,-2.14186
OX1,451100,205400,51.74451,-1.25978
OX10,460500,190300,51.60781,-1.12625
OX11,452200,189300,51.59965,-1.24626
OX12,439800,188600,51.59437,-1.42537
OX13,445100,198000,51.67849,-1.34765
OX14,450100,196800,51.66728,-1.2755
OX15,440700,237300,52.03219,-1.40666
OX16,445200,240700,52.06241,-1.34061
OX17,448700,241900,52.07291,-1.28938
OX18,428200,207200,51.76232,-1.59134
OX2,449900,207600,51.7644,-1.27685
OX20,444200,217800,51.85659,-1.35814
OX25,454200,222800,51.90067,-1.21216
OX26,458400,222900,51.90114,-1.15109
OX27,458600,226900,51.93709,-1.14751
OX28,435400,209800,51.78529,-1.48675
OX29,439200,210800,51.79403,-1.43154
OX3,454200,207300,51.76131,-1.21458
OX33,458900,207000,51.75813,-1.14653
OX39,475100,200800,51.70045,-0.91317
OX4,454200,203800,51.72984,-1.21513
OX44,460100,200600,51.70046,-1.13025
OX49,469200,195100,51.64996,-0.99967
OX5,449600,214800,51.82917,-1.28016
OX6,457300,223700,51.90845,-1.16695
OX7,432500,223800,51.91135,-1.52747
OX8,437600,210300,51.78964,-1.4548
OX9,470300,204900,51.73794,-0.9818
PE1,519300,300300,52.58704,-0.23885
PE10,509500,321200,52.77693,-0.3765
PE11,523600,324900,52.80714,-0.16616
PE12,536800,322600,52.78328,0.0286
PE13,544600,310100,52.66895,0.13868
PE14,549600,306900,52.63884,0.21112
PE15,541500,295200,52.53589,0.08649
PE16,539300,286000,52.45379,0.05022
PE19,518900,261900,52.24203,-0.2584
PE2,517700,297300,52.56043,-0.26352
PE20,527600,338900,52.932,-0.10136
PE21,532800,343800,52.97477,-0.02203
PE22,537100,352100,53.04826,0.0455
PE23,539800,366000,53.17244,0.09181
PE24,551600,365600,53.16561,0.26804
PE25,556200,364300,53.15261,0.33616
PE26,528200,285600,52.45292,-0.1132
PE27,531100,272400,52.33361,-0.07572
PE28,523500,274900,52.35784,-0.18629
PE29,524100,272200,52.33345,-0.17848
PE3,516800,300300,52.58758,-0.27573
PE30,563200,320800,52.75978,0.41884
PE31,572700,334000,52.87538,0.56647
PE32,577400,318000,52.73016,0.62756
PE33,567000,308500,52.64814,0.46886
PE34,558000,316700,52.7245,0.33986
PE35,569200,328300,52.8253,0.51155
PE36,568500,340600,52.936,0.50754
PE37,582200,308600,52.64414,0.69336
PE38,561000,301800,52.58977,0.37698
PE4,517400,303100,52.61262,-0.26589
PE5,512200,299200,52.57867,-0.34398
PE6,518000,307900,52.65562,-0.25531
PE7,522200,295000,52.53877,-0.19801
PE8,505700,293300,52.52694,-0.44176
PE9,502800,307400,52.65422,-0.48012
PL1,246900,54600,50.37074,-4.15317
PL10,242700,51900,50.34537,-4.21106
PL11,240000,55000,50.3725,-4.2503
PL12,240300,60200,50.41932,-4.2483
PL13,224000,53800,50.35715,-4.47456
PL14,225100,65600,50.46351,-4.4646
PL15,230300,84200,50.63218,-4.39987
PL16,239700,85400,50.64562,-4.26757
PL17,236600,71100,50.51625,-4.3051
PL18,242700,70800,50.51523,-4.21899
PL19,247400,75200,50.55602,-4.15454
PL2,246300,56600,50.38856,-4.16242
PL20,251100,69000,50.50125,-4.09986
PL21,263700,55800,50.38566,-3.91748
PL22,211600,59300,50.40273,-4.65146
PL23,212500,51900,50.33653,-4.63513
PL24,207300,54100,50.35461,-4.70925
PL25,202300,52700,50.34038,-4.77872
PL26,199000,53000,50.34196,-4.8252
PL27,196300,73200,50.52248,-4.87408
PL28,189800,74700,50.53366,-4.96651
PL29,199700,80100,50.58564,-4.82988
PL3,248900,56400,50.38744,-4.12578
PL30,206600,70300,50.49992,-4.72743
PL31,206900,66800,50.46858,-4.7214
PL32,211900,84900,50.63282,-4.66015
PL33,206900,83800,50.6213,-4.73021
PL34,206200,88100,50.6597,-4.74234
PL35,210400,90700,50.68444,-4.68431
PL4,248700,55000,50.3748,-4.12803
PL5,246100,59000,50.41008,-4.16621
PL6,249700,59700,50.4173,-4.11586
PL7,254700,56700,50.3916,-4.04436
PL8,256800,50400,50.33548,-4.01243
PL9,251500,52600,50.35394,-4.08773
PO1,464300,100400,50.79903,-1.08749
PO10,475400,106300,50.85074,-0.92878
PO11,472200,99700,50.7918,-0.97553
PO12,460500,100200,50.79764,-1.14144
PO13,457900,101800,50.81229,-1.17808
PO14,455000,104500,50.83685,-1.21884
PO15,455000,107300,50.86203,-1.21842
PO16,459200,106000,50.84993,-1.15895
PO17,458500,110400,50.88957,-1.16819
PO18,483400,107900,50.86403,-0.81478
PO19,486100,105000,50.83756,-0.7771
PO2,465000,102300,50.81603,-1.07722
PO20,485600,98900,50.78278,-0.78563
PO21,491900,99100,50.78362,-0.69622
PO22,495300,100800,50.79835,-0.64756
PO3,466300,102300,50.81589,-1.05877
PO30,448500,88200,50.69085,-1.3133
PO31,449000,95100,50.75286,-1.30531
PO32,450800,94900,50.75091,-1.27982
PO33,458600,91700,50.72139,-1.16976
PO34,462700,91100,50.71557,-1.11178
PO35,464700,87900,50.68657,-1.08401
PO36,459200,84600,50.65748,-1.1624
PO37,458200,81700,50.63151,-1.177
PO38,453700,78600,50.60406,-1.24108
PO39,432600,86900,50.68027,-1.53853
PO4,466100,99400,50.78983,-1.06213
PO40,433900,87100,50.68199,-1.52011
PO41,436900,89100,50.69979,-1.47744
PO5,464500,99200,50.78821,-1.08486
PO6,465600,105600,50.84564,-1.06811
PO7,467700,109700,50.88227,-1.03753
PO8,469400,112900,50.91084,-1.01275
PO9,471600,107600,50.86291,-0.9825
PR1,353800,429300,53.75779,-2.70082
PR2,353400,431500,53.77753,-2.70722
PR25,354300,422200,53.69402,-2.69219
PR26,351100,421500,53.68743,-2.74054
PR3,352900,441600,53.86826,-2.71636
PR4,345100,428900,53.75335,-2.83271
PR5,356700,426300,53.73107,-2.65641
PR6,359700,419200,53.66749,-2.61001
PR7,356900,416700,53.6448,-2.65205
PR8,333200,414900,53.62613,-3.01016
PR9,336000,418600,53.65974,-2.96859
RG1,471600,173300,51.45366,-0.96942
RG10,479000,176400,51.48055,-0.86224
RG12,487000,168300,51.40655,-0.74904
RG14,447200,167000,51.39957,-1.32143
RG17,435600,171400,51.43998,-1.48775
RG18,452700,170800,51.43326,-1.2418
RG19,452800,166400,51.39368,-1.24102
RG2,472700,170300,51.42655,-0.95421
RG20,446200,167400,51.40325,-1.33575
RG21,463500,152300,51.2658,-1.08974
RG22,461300,150500,51.24986,-1.12159
RG23,459600,151700,51.26083,-1.14574
RG24,464800,154000,51.28094,-1.0708
RG25,458500,148000,51.22767,-1.16211
RG26,461400,161600,51.34966,-1.11824
RG27,473800,156200,51.29963,-0.94132
RG28,446500,148500,51.23327,-1.33391
RG29,473600,150400,51.24751,-0.94538
RG30,468600,173000,51.45133,-1.01265
RG31,466600,173500,51.45607,-1.04134
RG4,471600,176300,51.48063,-0.96882
RG40,481100,167400,51.39933,-0.83406
RG41,479500,169200,51.41574,-0.85666
RG42,486600,170600,51.42729,-0.75423
RG45,483500,164700,51.37471,-0.8002
RG5,476000,173200,51.45219,-0.90612
RG6,474300,171700,51.43893,-0.9309
RG7,464200,167000,51.3979,-1.07706
RG8,462100,178900,51.50513,-1.10516
RG9,474700,183400,51.54407,-0.92267
RH1,528700,150300,51.23683,-0.15623
RH10,528900,137000,51.11724,-0.15813
RH11,525600,136200,51.11079,-0.20554
RH12,516800,132100,51.07579,-0.33254
RH13,517400,127800,51.03701,-0.32537
RH14,506400,127000,51.03197,-0.48245
RH15,531100,119200,50.95675,-0.13316
RH16,533500,124300,51.00204,-0.09713
RH17,532200,126400,51.02122,-0.11488
RH18,542200,135100,51.09702,0.03104
RH19,539100,138100,51.12474,-0.01205
RH2,525500,150000,51.23485,-0.20215
RH20,507500,116400,50.93647,-0.4699
RH3,520100,149600,51.23242,-0.2796
RH4,516300,149100,51.22871,-0.33418
RH5,515900,145300,51.19463,-0.34113
RH6,528500,143000,51.17126,-0.1617
RH7,538700,143600,51.17427,-0.01564
RH8,539800,152200,51.2513,0.00344
RH9,534800,150300,51.23543,-0.06889
RM1,551300,189300,51.58175,0.18395
RM10,549700,185100,51.54443,0.15909
RM11,553800,188000,51.56939,0.21944
RM12,553100,186100,51.55251,0.20852
RM13,552300,182900,51.52397,0.19561
RM14,557000,186600,51.55593,0.26496
RM15,558100,181300,51.508,0.27843
RM16,562500,179600,51.49148,0.341
RM17,561800,178200,51.4791,0.33029
RM18,565100,176900,51.46646,0.37716
RM19,556100,178400,51.4825,0.24835
RM2,552600,189500,51.5832,0.20279
RM20,558900,178000,51.47812,0.28847
RM3,554200,191600,51.60163,0.22679
RM4,549500,194900,51.63255,0.16038
RM5,550000,191200,51.59917,0.16602
RM6,547800,188500,51.57549,0.13313
RM7,550400,188500,51.5748,0.17063
RM8,547800,186400,51.55662,0.13225
RM9,548100,184600,51.54036,0.13582
S1,435400,387200,53.3802,-1.46777
S10,432100,386800,53.37681,-1.51742
S11,432900,385100,53.36148,-1.50557
S12,439600,383700,53.34844,-1.40507
S13,441100,385500,53.36451,-1.3823
S14,437100,383400,53.34592,-1.44266
S17,431600,380600,53.32111,-1.52556
S18,435200,378200,53.29931,-1.47178
S2,436800,386000,53.36932,-1.44686
S20,443200,382200,53.33467,-1.35119
S21,444100,379700,53.31213,-1.33802
S25,452300,386100,53.36891,-1.21389
S26,447500,384700,53.35678,-1.28624
S3,435100,388000,53.38741,-1.47219
S32,424100,377600,53.29454,-1.63839
S33,418600,382800,53.3415,-1.72061
S35,433500,395800,53.45763,-1.49542
S36,425700,400800,53.50302,-1.61249
S4,436600,389300,53.399,-1.44949
S40,437000,370900,53.23356,-1.44562
S41,438200,372400,53.24696,-1.42746
S42,438600,367200,53.20019,-1.42209
S43,443900,374700,53.2672,-1.34172
S44,445900,370000,53.22478,-1.31241
S45,438700,363400,53.16602,-1.42106
S5,435800,391800,53.42152,-1.46124
S6,432600,389600,53.40195,-1.50962
S60,443400,391000,53.41376,-1.34698
S61,440300,394300,53.44367,-1.3932
S62,443400,396700,53.465,-1.34619
S63,444500,402600,53.51794,-1.32879
S64,446500,399600,53.4908,-1.29907
S65,445200,393400,53.43518,-1.31955
S66,450400,391800,53.42033,-1.24153
S7,434000,384300,53.35422,-1.48913
S70,434900,405100,53.54114,-1.4733
S71,436000,408700,53.57342,-1.45629
S72,440300,409300,53.57851,-1.39127
S73,440200,403300,53.52458,-1.39355
S74,437200,400600,53.50053,-1.43913
S75,431800,407400,53.56201,-1.51985
S8,434900,382700,53.33978,-1.47578
S80,456700,377600,53.29205,-1.14928
S81,458500,382700,53.3377,-1.12134
S9,438800,389200,53.39794,-1.41641
SE1,532600,179500,51.49838,-0.08949
SE10,538800,177800,51.48162,-0.00089
SE11,531300,178400,51.4888,-0.10862
SE12,540700,173700,51.4443,0.02483
SE13,538300,175200,51.45837,-0.0091
SE14,536000,177000,51.47511,-0.0415
SE15,534400,176600,51.47189,-0.06468
SE16,535200,179300,51.49597,-0.05213
SE17,532400,178300,51.48764,-0.09282
SE18,544000,178200,51.48391,0.07412
SE19,533200,170500,51.41735,-0.08424
SE2,547000,178900,51.48943,0.11759
SE20,535100,169900,51.41151,-0.05716
SE21,533000,172800,51.43807,-0.08626
SE22,534000,174600,51.45401,-0.07119
SE23,535600,173100,51.44015,-0.04875
SE24,532100,174600,51.45446,-0.09853
SE25,533900,168300,51.39742,-0.07501
SE26,535300,171600,51.42674,-0.05364
SE27,532000,171900,51.43022,-0.10097
SE28,546300,180300,51.50219,0.10809
SE3,540300,176400,51.46866,0.02015
SE4,536600,175400,51.46058,-0.03348
SE5,532600,176700,51.47322,-0.09055
SE6,538000,172900,51.43777,-0.01432
SE7,541300,178100,51.48369,0.03521
SE8,536900,177700,51.48118,-0.02828
SE9,542900,173800,51.44465,0.05651
SG1,524200,225200,51.91103,-0.19417
SG10,542700,218300,51.8446,0.07178
SG11,539900,222300,51.88125,0.03278
SG12,536700,214700,51.81375,-0.01669
SG13,533200,211600,51.78673,-0.06863
SG14,531600,213800,51.80688,-0.09098
SG15,519300,236400,52.01276,-0.26149
SG16,516900,236600,52.01507,-0.29638
SG17,514500,238700,52.03445,-0.33063
SG18,518800,244100,52.08208,-0.26609
SG19,520400,250500,52.13925,-0.24049
SG2,526200,223600,51.8962,-0.16569
SG3,525300,219600,51.86046,-0.18022
SG4,519700,226200,51.921,-0.25922
SG5,517700,231300,51.96727,-0.28654
SG6,522200,232700,51.97888,-0.22057
SG7,525300,235500,52.00335,-0.17443
SG8,536200,242500,52.06369,-0.01293
SG9,536900,229400,51.9458,-0.00796
SK1,390000,390100,53.40736,-2.15044
SK10,391400,375700,53.27793,-2.12899
SK11,390500,372200,53.24646,-2.14238
SK12,393900,383900,53.35169,-2.09165
SK13,402400,394600,53.4479,-1.96386
SK14,396400,395000,53.45149,-2.05422
SK15,396900,398900,53.48655,-2.04672
SK16,394600,397500,53.47395,-2.08137
SK17,408100,371900,53.24378,-1.87861
SK2,391200,388700,53.3948,-2.13235
SK22,401000,386200,53.3724,-1.98497
SK23,403400,381200,53.32744,-1.94895
SK3,388700,389100,53.39835,-2.16996
SK4,388100,391400,53.41901,-2.17908
SK5,389900,393100,53.43433,-2.15204
SK6,394700,389900,53.40563,-2.07973
SK7,390600,385900,53.36962,-2.14129
SK8,386200,387000,53.37941,-2.20748
SK9,384700,381200,53.32723,-2.22975
SL0,503100,181700,51.52431,-0.51371
SL1,495800,180800,51.51751,-0.61916
SL2,496900,182600,51.5335,-0.60281
SL3,500500,178900,51.49961,-0.55198
SL4,495500,176100,51.4753,-0.62475
SL5,493100,168200,51.40468,-0.66138
SL6,488400,181200,51.52231,-0.72569
SL7,484800,186900,51.57411,-0.7762
SL8,489600,187400,51.57786,-0.70682
SL9,500100,189700,51.59677,-0.55467
SM1,525900,164600,51.36599,-0.19127
SM2,525600,163100,51.35258,-0.19611
SM3,524400,165000,51.36992,-0.21267
SM4,525300,167500,51.39219,-0.19886
SM5,527600,164800,51.36741,-0.16679
SM6,529300,164000,51.35984,-0.14267
SM7,525400,159800,51.32296,-0.20014
SN1,415700,184300,51.55689,-1.77351
SN10,400900,159700,51.33589,-1.98708
SN11,400100,171200,51.43931,-1.99856
SN12,390500,163700,51.37178,-2.13649
SN13,385400,169500,51.42383,-2.21001
SN14,386500,175200,51.47511,-2.1944
SN15,394500,174900,51.47255,-2.0792
SN16,393800,188300,51.59304,-2.08951
SN2,415100,186800,51.57939,-1.78206
SN25,414100,188100,51.5911,-1.79644
SN26,415000,190300,51.61086,-1.78335
SN3,417800,184800,51.56132,-1.74319
SN4,412500,181400,51.53089,-1.81978
SN5,411300,185200,51.56509,-1.83696
SN6,417900,191400,51.62067,-1.74141
SN7,430200,194600,51.64892,-1.56345
SN8,421900,167700,51.40741,-1.6851
SN9,414900,158400,51.324,-1.78614
SO14,442500,112300,50.90805,-1.39546
SO15,440500,113200,50.91629,-1.42381
SO16,440000,115300,50.93521,-1.43069
SO17,442600,114300,50.92603,-1.3938
SO18,445000,114100,50.92405,-1.35968
SO19,445400,111700,50.90244,-1.35429
SO20,434700,135100,51.11361,-1.50422
SO21,448100,130900,51.07488,-1.31334
SO22,446800,129800,51.06509,-1.33204
SO23,448500,130100,51.06765,-1.30774
SO24,459800,132000,51.08367,-1.14615
SO30,448800,113600,50.91924,-1.30568
SO31,449600,108000,50.86882,-1.29506
SO32,455600,116800,50.9474,-1.20845
SO40,435100,113000,50.91484,-1.50065
SO41,430700,95200,50.75502,-1.56473
SO42,432800,101300,50.80976,-1.53442
SO43,429300,109900,50.88729,-1.58341
SO45,442700,105600,50.84778,-1.3934
SO50,446400,119100,50.9689,-1.33912
SO51,434800,121800,50.994,-1.50407
SO52,439300,119900,50.97663,-1.44015
SO53,443500,120800,50.98442,-1.38022
SP1,414800,130600,51.074,-1.78873
SP10,436100,145900,51.21065,-1.48314
SP11,434000,147700,51.22696,-1.51303
SP2,412300,130600,51.07406,-1.82441
SP3,399600,133600,51.10117,-2.00571
SP4,416500,140700,51.16479,-1.764
SP5,416000,124900,51.02271,-1.77185
SP6,414000,115200,50.93553,-1.80074
SP7,387200,122800,51.0039,-2.18245
SP8,379700,126500,51.03696,-2.28956
SP9,423700,148000,51.23018,-1.66053
SR1,439800,557100,54.90695,-1.37919
SR2,440000,554900,54.88716,-1.37638
SR3,437500,553800,54.87747,-1.41549
SR4,436900,556400,54.90088,-1.42451
SR5,436900,558900,54.92334,-1.42419
SR6,439800,560200,54.9348,-1.37876
SR7,441000,548600,54.83046,-1.36168
SR8,442800,541500,54.7665,-1.33471
SR9,440100,556600,54.90243,-1.37458
SS0,586600,186500,51.54602,0.69146
SS1,589500,185600,51.53697,0.73275
SS11,575700,193800,51.6151,0.53807
SS12,574600,192700,51.60556,0.52164
SS13,573900,189200,51.57433,0.50981
SS14,571500,189200,51.57507,0.47521
SS15,568500,189300,51.57687,0.432
SS16,570100,187700,51.56201,0.4543
SS17,569300,183100,51.52093,0.44055
SS2,588400,187000,51.54991,0.71766
SS3,593600,186400,51.54276,0.79224
SS4,588000,191900,51.59406,0.71452
SS5,583500,193200,51.60722,0.6503
SS6,580700,190900,51.58746,0.60872
SS7,578800,188000,51.56202,0.57984
SS8,579700,183600,51.5222,0.59057
SS9,583900,187300,51.55409,0.65298
ST1,388500,347700,53.02616,-2.17148
ST10,402500,343600,52.98942,-1.96275
ST11,395600,341100,52.96693,-2.06552
ST12,388500,339000,52.94795,-2.17117
ST13,398800,356000,53.1009,-2.01793
ST14,408900,334000,52.90304,-1.86767
ST15,390100,333700,52.90033,-2.14719
ST16,392000,324000,52.81315,-2.11871
ST17,393300,321300,52.7889,-2.09936
ST18,394500,324100,52.81408,-2.08161
ST19,390100,312800,52.71243,-2.14656
ST2,390900,347800,53.02711,-2.1357
ST20,382300,322400,52.79854,-2.26255
ST21,382600,330100,52.86777,-2.25851
ST3,391800,342600,52.98037,-2.12214
ST4,387700,344200,52.99468,-2.18328
ST5,384100,346500,53.01526,-2.23703
ST6,387300,351200,53.0576,-2.18951
ST7,382200,354600,53.08802,-2.2658
ST8,388800,357600,53.11517,-2.16735
ST9,393400,350400,53.05052,-2.09847
SW1,529200,179100,51.49558,-0.1386
SW10,526300,177700,51.48365,-0.18086
SW11,527500,175800,51.4663,-0.16427
SW12,528700,173500,51.44536,-0.14784
SW13,521900,176600,51.47473,-0.24458
SW14,520500,175500,51.46514,-0.26511
SW15,523300,174700,51.45734,-0.22509
SW16,530200,170900,51.42165,-0.12722
SW17,527700,171800,51.4303,-0.16283
SW18,525800,173900,51.4496,-0.18941
SW19,524900,170900,51.42284,-0.20341
SW1A,529700,179900,51.50265,-0.13111
SW1E,529200,179300,51.49737,-0.13853
SW1H,529600,179400,51.49818,-0.13273
SW1P,529600,179100,51.49548,-0.13284
SW1V,529300,178500,51.49016,-0.13738
SW1W,528600,178800,51.49302,-0.14735
SW1X,528200,179300,51.4976,-0.15293
SW1Y,529500,180200,51.50539,-0.13388
SW2,530700,174000,51.44939,-0.11889
SW20,523400,169500,51.41058,-0.22547
SW3,527400,178400,51.48969,-0.16477
SW4,529500,175200,51.46045,-0.13571
SW5,525800,178400,51.49005,-0.18781
SW6,525000,176900,51.47675,-0.19986
SW7,526700,179100,51.49614,-0.1746
SW8,529800,176900,51.47566,-0.13077
SW9,531100,176200,51.46907,-0.11232
SY1,350000,314200,52.7228,-2.74039
SY10,324500,327100,52.83579,-3.12089
SY11,330800,330400,52.8663,-3.02808
SY12,339900,334400,52.90335,-2.89364
SY13,353700,339600,52.95147,-2.68921
SY14,348900,348300,53.02924,-2.76203
SY3,348000,311600,52.69923,-2.76959
SY4,349400,322300,52.79556,-2.75052
SY5,344000,306500,52.65299,-2.82791
SY6,346400,293800,52.53906,-2.79038
SY7,339700,281200,52.42508,-2.88688
SY8,352700,274400,52.36523,-2.69474
SY9,333100,289400,52.49803,-2.98558
TA1,322700,124300,51.01234,-3.10203
TA10,342200,126300,51.03262,-2.82438
TA11,350800,129300,51.06039,-2.70214
TA12,345800,119800,50.97452,-2.77207
TA13,343100,116700,50.94638,-2.81004
TA14,347300,116600,50.94588,-2.75024
TA15,349600,117100,50.95058,-2.71757
TA16,344300,112300,50.90693,-2.79229
TA17,341300,112400,50.90753,-2.83497
TA18,344700,109600,50.88269,-2.78619
TA19,335800,115400,50.93392,-2.91373
TA2,322800,126600,51.03303,-3.10109
TA20,332400,108700,50.87329,-2.96087
TA21,312600,120500,50.97673,-3.24507
TA22,291700,128500,51.0451,-3.54509
TA23,305500,141200,51.16171,-3.3516
TA24,294500,143600,51.18137,-3.50957
TA3,327100,122200,50.99403,-3.03889
TA4,311200,131000,51.07092,-3.26758
TA5,322800,139200,51.14633,-3.10379
TA6,330100,136700,51.12479,-2.99895
TA7,336200,137200,51.12999,-2.91187
TA8,330700,150000,51.24445,-2.99294
TA9,333300,147900,51.22588,-2.9553
TD15,399200,650400,55.74699,-2.01275
TF1,366000,311800,52.70246,-2.50323
TF10,374000,319200,52.76943,-2.38541
TF11,375700,307300,52.66253,-2.35933
TF12,367500,301700,52.61175,-2.48003
TF13,360600,298000,52.57803,-2.5815
TF2,370300,311500,52.70002,-2.43956
TF3,370000,307500,52.66404,-2.44363
TF4,368400,307200,52.66125,-2.46726
TF5,363800,313200,52.7149,-2.53594
TF6,362600,315500,52.7355,-2.55397
TF7,369600,304300,52.63525,-2.44925
TF8,367600,303700,52.62974,-2.47875
TF9,368500,333500,52.8977,-2.46832
TN1,558800,139800,51.1349,0.27002
TN10,559700,148200,51.21013,0.28661
TN11,558500,147700,51.20597,0.26922
TN12,570600,144300,51.17194,0.44067
TN13,552400,155300,51.27593,0.18519
TN14,550700,157400,51.29525,0.16172
TN15,558200,158100,51.29951,0.26953
TN16,543100,157000,51.29362,0.05262
TN17,577700,136100,51.0961,0.5381
TN18,577100,130200,51.04328,0.52665
TN19,568900,125400,51.00262,0.40754
TN2,560000,140100,51.13726,0.28729
TN20,558200,127700,51.02633,0.25615
TN21,559000,120200,50.95871,0.26427
TN22,547400,122300,50.98067,0.10005
TN23,600100,141700,51.13902,0.86075
TN24,601900,142900,51.14917,0.88712
TN25,605600,142500,51.14426,0.93972
TN26,596400,137200,51.09988,0.80547
TN27,589200,144200,51.16519,0.70642
TN28,607200,124500,50.98202,0.95226
TN29,605900,125700,50.99327,0.93444
TN3,557600,138400,51.12265,0.25227
TN30,589000,132700,51.06195,0.69753
TN31,588700,121600,50.96233,0.68748
TN32,574800,123000,50.9793,0.4904
TN33,574100,115300,50.91032,0.47676
TN34,581800,110400,50.86393,0.58374
TN35,583800,112300,50.88036,0.61309
TN36,589900,117000,50.92061,0.70216
TN37,580000,111200,50.87168,0.55858
TN38,579100,110200,50.86297,0.54531
TN39,572800,108100,50.84602,0.45488
TN4,558000,141000,51.1459,0.25912
TN40,574900,108000,50.84449,0.48463
TN5,565500,132200,51.06471,0.36223
TN6,552400,130400,51.05216,0.17464
TN7,547700,134700,51.09204,0.10938
TN8,545300,146000,51.1942,0.07969
TN9,559100,146000,51.19053,0.27705
TQ1,292000,64700,50.47156,-3.52209
TQ10,270800,59900,50.42412,-3.81906
TQ11,273600,66200,50.48137,-3.78179
TQ12,285800,71200,50.52882,-3.61142
TQ13,278400,78500,50.59296,-3.71817
TQ14,293300,73400,50.55002,-3.50626
TQ2,290500,65000,50.47398,-3.54331
TQ3,288200,61600,50.44298,-3.57469
TQ4,288500,59400,50.42326,-3.56982
TQ5,291800,55800,50.39151,-3.52234
TQ6,287000,50900,50.34655,-3.58837
TQ7,273000,44100,50.28256,-3.78278
TQ8,273700,39000,50.23686,-3.77125
TQ9,280000,58800,50.41619,-3.68924
TR1,182400,44800,50.26241,-5.05347
TR10,177400,34300,50.16624,-5.11736
TR11,179500,32300,50.14907,-5.08684
TR12,172400,20800,50.0431,-5.17923
TR13,165200,28500,50.10945,-5.28435
TR14,164800,39700,50.20987,-5.29686
TR15,169200,42000,50.23225,-5.23669
TR16,170400,42000,50.23272,-5.21988
TR17,152200,30800,50.12482,-5.46735
TR18,146900,30100,50.1163,-5.54089
TR19,140600,28600,50.10012,-5.62783
TR2,189600,43500,50.25334,-4.95186
TR20,150700,31600,50.13138,-5.48882
TR21,94600,12000,49.92936,-6.25622
TR22,88100,8200,49.89192,-6.34346
TR23,87900,15000,49.95281,-6.35174
TR24,89200,15200,49.95528,-6.33383
TR25,92200,16000,49.96401,-6.29276
TR26,151800,39500,50.20276,-5.4786
TR27,157100,36900,50.18162,-5.4028
TR3,178200,39900,50.21684,-5.10944
TR4,176600,47400,50.28359,-5.13626
TR5,172800,50300,50.30819,-5.19127
TR6,175800,53900,50.34167,-5.15134
TR7,181700,61600,50.41304,-5.073
TR8,184200,59900,50.39869,-5.03689
TR9,191400,61300,50.41387,-4.93648
TS1,449300,519900,54.57179,-1.23733
TS10,460200,523900,54.60656,-1.06791
TS11,463000,521800,54.58734,-1.02501
TS12,466900,519100,54.56258,-0.96528
TS13,474100,517800,54.54989,-0.85427
TS14,460800,515600,54.53189,-1.06034
TS15,443400,510900,54.49144,-1.32992
